"1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3","1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3","1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3","1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3","1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3","1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3","1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3","1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3","1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,"1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3","1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3","1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3","1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3","1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+","1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)"
0.0,0.681086922076758,1.1440518189566933,1.7470640020425292,1.8435825978257585,1.19551950046734,1.7893883939943487,1.8676485264650136,1.8674536471210887,1.9280565841976682,1.5152662485315265,1.7103154863626087,1.6950465507940808,1.7805988637705161,1.7785025117927675,1.4452455682659957,1.9432828284768322
0.681086922076758,0.0,1.0157060180362474,1.8511020040061577,1.7539874865117402,1.3241161450284018,1.6660854742326696,1.9035147973394844,1.7012197683902521,1.9312739703767332,1.5507510794654191,1.8708578922356456,1.840015315824947,1.8326177559940489,1.6274234663531173,1.5065333544668784,1.9398026680586873
1.1440518189566933,1.0157060180362474,0.0,1.739432270987365,1.9024778753553182,1.5283582624737748,1.2466810104817136,1.9248674666885277,1.3639093761381023,1.737201607770968,1.728249722023192,1.8285537092811464,1.7799944718218204,1.6833740108594022,1.77228527679418,1.5454332831698177,1.8042289845920472
1.7470640020425292,1.8511020040061577,1.739432270987365,0.0,1.776636504104902,1.740741480457096,1.6213693106988611,1.8245101474235863,1.7069423367081908,1.6501482262899232,1.8488844525043482,1.3586450668070855,0.8450351898078325,1.5593305399435464,1.9248726306348973,1.8051624086449103,1.6429410158599722
1.8435825978257585,1.7539874865117402,1.9024778753553182,1.776636504104902,0.0,1.6695007179324284,1.8197381967295914,1.1403853203946954,1.517183575180197,1.6104054030115005,1.7273579013693035,1.7208252235440578,1.89091575225292,1.774756683045424,0.9628547444070268,1.7488776410877453,1.6334360779614792
1.19551950046734,1.3241161450284018,1.5283582624737748,1.740741480457096,1.6695007179324284,0.0,1.635664745389778,2.0,1.8679652908715734,1.5861398096736694,1.4508796591760116,1.8772578082196165,1.9310222268209787,1.8241258221999253,1.9042749746416525,0.8866749842739478,1.5264502922080831
1.7893883939943487,1.6660854742326696,1.2466810104817136,1.6213693106988611,1.8197381967295914,1.635664745389778,0.0,1.7631378590327595,1.3169838845637554,1.2861840480956612,1.6668282597530006,1.780453239209154,1.7059753030087814,1.5229519174237964,1.8049369353173492,1.7098603330568465,1.4670129508477308
1.8676485264650136,1.9035147973394844,1.9248674666885277,1.8245101474235863,1.1403853203946954,2.0,1.7631378590327595,0.0,1.5385789492250665,1.828669658049947,1.7599347646693073,1.4168435310981538,1.6214285193875584,1.6295169473797981,0.7175963929003037,1.9736322933234882,1.8259887887595165
1.8674536471210887,1.7012197683902521,1.3639093761381023,1.7069423367081908,1.517183575180197,1.8679652908715734,1.3169838845637554,1.5385789492250665,0.0,1.539301104315475,1.614883981664364,1.8053082440672816,1.7718187434266666,1.5410828618119696,1.6604368751995344,1.730117164512243,1.5826305471832762
1.9280565841976682,1.9312739703767332,1.737201607770968,1.6501482262899232,1.6104054030115005,1.5861398096736694,1.2861840480956612,1.828669658049947,1.539301104315475,0.0,1.6600898211725212,1.8445901973834595,1.8842471453815197,1.560561842378412,1.8708927065289889,1.6933262960717204,1.2908186944843305
1.5152662485315265,1.5507510794654191,1.728249722023192,1.8488844525043482,1.7273579013693035,1.4508796591760116,1.6668282597530006,1.7599347646693073,1.614883981664364,1.6600898211725212,0.0,1.8699457601553073,1.8582425810927217,1.3322543542758825,1.804464209856102,1.3514598548735282,1.6128779916015432
1.7103154863626087,1.8708578922356456,1.8285537092811464,1.3586450668070855,1.7208252235440578,1.8772578082196165,1.780453239209154,1.4168435310981538,1.8053082440672816,1.8445901973834595,1.8699457601553073,0.0,0.7450817100554028,1.714050663438363,1.6243131153386634,1.8824524208304358,1.6573142676575732
1.6950465507940808,1.840015315824947,1.7799944718218204,0.8450351898078325,1.89091575225292,1.9310222268209787,1.7059753030087814,1.6214285193875584,1.7718187434266666,1.8842471453815197,1.8582425810927217,0.7450817100554028,0.0,1.7050357233367845,1.7918224557371387,1.9241791455557318,1.727509583858525
1.7805988637705161,1.8326177559940489,1.6833740108594022,1.5593305399435464,1.774756683045424,1.8241258221999253,1.5229519174237964,1.6295169473797981,1.5410828618119696,1.560561842378412,1.3322543542758825,1.714050663438363,1.7050357233367845,0.0,1.8128178065232188,1.72421083940982,1.5341124905982204
1.7785025117927675,1.6274234663531173,1.77228527679418,1.9248726306348973,0.9628547444070268,1.9042749746416525,1.8049369353173492,0.7175963929003037,1.6604368751995344,1.8708927065289889,1.804464209856102,1.6243131153386634,1.7918224557371387,1.8128178065232188,0.0,1.8218338003028622,1.830786588445971
1.4452455682659957,1.5065333544668784,1.5454332831698177,1.8051624086449103,1.7488776410877453,0.8866749842739478,1.7098603330568465,1.9736322933234882,1.730117164512243,1.6933262960717204,1.3514598548735282,1.8824524208304358,1.9241791455557318,1.72421083940982,1.8218338003028622,0.0,1.3668837832246146
1.9432828284768322,1.9398026680586873,1.8042289845920472,1.6429410158599722,1.6334360779614792,1.5264502922080831,1.4670129508477308,1.8259887887595165,1.5826305471832762,1.2908186944843305,1.6128779916015432,1.6573142676575732,1.727509583858525,1.5341124905982204,1.830786588445971,1.3668837832246146,0.0
